s_name,aumdate,aumtotal,classification,schemecode
Baroda BNP Paribas Manufacturing Fund-Reg(G),2025-06-30T00:00:00.000Z,1322.53,Equity : Thematic,48904
Edelweiss Large Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,1322.07,Equity : Large Cap,7785
Invesco India Short Duration Fund(G),2025-06-30T00:00:00.000Z,1321.52,Debt : Short Duration,2262
Baroda BNP Paribas Small Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,1318.47,Equity : Small Cap,48146
HDFC NIFTY Smallcap 250 ETF,2025-06-30T00:00:00.000Z,1316.29,Equity : ETFs,46874
DSP Natural Res & New Energy Fund-Reg(G),2025-06-30T00:00:00.000Z,1315.7,Equity : Sectoral - Energy / Power,4584
Tata NIFTY 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,1312.95,Equity : Index Funds,3247
Baroda BNP Paribas Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,1310.22,Equity : Flexi Cap,46699
ITI Multi-Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,1305.18,Equity : Multi Cap,43408
Tata India Pharma & Healthcare Fund-Reg(G),2025-06-30T00:00:00.000Z,1281.99,Equity : Sectoral - Pharma,33729
Axis Dynamic Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,1278.98,Debt : Dynamic Bond,12380
Axis ESG Integration Strategy Fund-Reg(G),2025-06-30T00:00:00.000Z,1272.51,Equity : Thematic,44495
Kotak Banking & Financial Services Fund-Reg(G),2025-06-30T00:00:00.000Z,1269.14,Equity : Sectoral - Financial Services,46629
Mahindra Manulife Business Cycle Fund-Reg(G),2025-06-30T00:00:00.000Z,1266.92,Equity : Thematic,48179
Quant Dynamic Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,1260.43,Hybrid : Dynamic Asset Allocation,47895
UTI Multi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,1254.51,Equity : Multi Cap,49884
Bank of India Mid & Small Cap Equity & Debt Fund-Reg(G),2025-06-30T00:00:00.000Z,1249.57,Hybrid : Equity Oriented,32972
ITI Mid Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,1249.03,Equity : Mid Cap,45314
Baroda BNP Paribas Aggressive Hybrid Fund-Reg(G),2025-06-30T00:00:00.000Z,1245.2,Hybrid : Equity Oriented,33800
Aditya Birla SL Debt Plus Arbitrage FOF-Reg(G),2025-06-30T00:00:00.000Z,1229.11,FoFs : Domestic,2277
Quantum Value Fund-Reg(G),2025-06-30T00:00:00.000Z,1216.17,Equity : Value / Contra,19759
Bajaj Finserv Multi Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,1207.27,Hybrid : Multi Asset Allocation,48748
Axis Innovation Fund-Reg(G),2025-06-30T00:00:00.000Z,1204.91,Equity : Thematic,44315
DSP World Gold FoF-Reg(G),2025-06-30T00:00:00.000Z,1201.56,FoFs : Overseas,755
HDFC Nifty G-Sec Dec 2026 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,1200.97,Debt : Gilt,46871
Baroda BNP Paribas Multi Asset Fund-Reg(G),2025-06-30T00:00:00.000Z,1199.63,Hybrid : Multi Asset Allocation,46852
ITI Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,1186.24,Equity : Flexi Cap,45721
TRUSTMF Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,1178.61,Equity : Flexi Cap,48451
Union Multicap Fund-Reg(G),2025-06-30T00:00:00.000Z,1173.54,Equity : Mid Cap,43846
Tata Resources & Energy Fund-Reg(G),2025-06-30T00:00:00.000Z,1172.49,Equity : Sectoral - Energy / Power,33731
Aditya Birla SL Infrastructure Fund(G),2025-06-30T00:00:00.000Z,1171.19,Equity : Sectoral - Infrastructure,413
UTI Childrens Equity Fund(G),2025-06-30T00:00:00.000Z,1169.01,Hybrid : Solution Oriented,3450
ICICI Pru Passive Multi-Asset FoF(G),2025-06-30T00:00:00.000Z,1166.09,FoFs : Domestic,46182
ICICI Pru Long Term Bond Fund(G),2025-06-30T00:00:00.000Z,1164.41,Debt : Long Duration,1617
Aditya Birla SL Bal Bhavishya Yojna-Reg(G),2025-06-30T00:00:00.000Z,1155.19,Hybrid : Solution Oriented,41375
HSBC Business Cycles Fund-Reg(G),2025-06-30T00:00:00.000Z,1153.14,Equity : Thematic,29553
Mirae Asset Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,1149.62,Debt : Short Duration,38870
Tata Gilt Securities Fund-Reg(G),2025-06-30T00:00:00.000Z,1149.08,Debt : Gilt,3230
DSP Business Cycle Fund-Reg(G),2025-06-30T00:00:00.000Z,1147.64,Equity : Thematic,48957
LIC MF ELSS Tax Saver-Reg(G),2025-06-30T00:00:00.000Z,1143.39,Equity : Tax Saving (ELSS),2153
Baroda BNP Paribas Ultra Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,1137.02,Debt : Ultra Short Duration,39448
Aditya Birla SL Gold ETF,2025-06-30T00:00:00.000Z,1133.31,Gold : ETFs,13056
Axis Gold Fund-Reg(G),2025-06-30T00:00:00.000Z,1120.66,Gold : MFs,15330
Sundaram Focused Fund(G),2025-06-30T00:00:00.000Z,1112.64,Equity : Flexi Cap,2390
Motilal Oswal Liquid Fund-Reg(G),2025-06-30T00:00:00.000Z,1111.67,Debt : Liquid,41872
Aditya Birla SL Nifty 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,1110.85,Equity : Index Funds,407
JM Value Fund-Reg(G),2025-06-30T00:00:00.000Z,1109.58,Equity : Value / Contra,1849
SBI CRISIL IBX SDL Index - Sep 2027 Fund-Reg(G),2025-06-30T00:00:00.000Z,1109.17,Debt : Medium to Long Duration,46975
Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF,2025-06-30T00:00:00.000Z,1107.9,Debt : ETFs,45337
Edelweiss Nifty Midcap150 Momentum 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,1103.01,Equity : Index Funds,47175
UTI Healthcare Fund-Reg(G),2025-06-30T00:00:00.000Z,1098.7,Equity : Sectoral - Pharma,3646
Baroda BNP Paribas Arbitrage Fund-Reg(G),2025-06-30T00:00:00.000Z,1093.76,Hybrid : Arbitrage,35820
Sundaram Equity Savings Fund(G),2025-06-30T00:00:00.000Z,1091.91,Hybrid : Equity Oriented,2393
Bandhan Financial Services Fund-Reg(G),2025-06-30T00:00:00.000Z,1085.82,Equity : Sectoral - Financial Services,47389
Aditya Birla SL Mfg. Equity Fund-Reg(G),2025-06-30T00:00:00.000Z,1085.2,Equity : Thematic - Consumption,30774
Quant Focused Fund(G),2025-06-30T00:00:00.000Z,1073.73,Equity : Large Cap,5742
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,1073.32,Debt : Long Duration,46863
Mirae Asset Nifty Midcap 150 ETF,2025-06-30T00:00:00.000Z,1068.86,Equity : ETFs,46105
DSP NIFTY Next 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,1057.35,Equity : Index Funds,41641
LIC MF Infra Fund-Reg(G),2025-06-30T00:00:00.000Z,1053.32,Equity : Sectoral - Infrastructure,4324
Aditya Birla SL CRISIL-IBX Financial Services 9-12 Months Debt Index Fund-Reg(G),2025-06-30T00:00:00.000Z,1048.59,Debt : Low Duration,49730
DSP Value Fund-Reg(G),2025-06-30T00:00:00.000Z,1041.67,Equity : Value / Contra,44293
WOC Special Opp Fund-Reg(G),2025-06-30T00:00:00.000Z,1041.66,Equity : Thematic,48833
SBI Nifty50 Equal Weight Index Fund-Reg(G),2025-06-30T00:00:00.000Z,1039.81,Equity : Index Funds,48498
DSP Income Plus Arbitrage FoF-Reg(G),2025-06-30T00:00:00.000Z,1038.19,FoFs : Overseas,14756
TRUSTMF Small Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,1030.34,Equity : Small Cap,48991
Navi US Nasdaq100 FOF-Reg(G),2025-06-30T00:00:00.000Z,1026.31,FoFs : Overseas,45870
Invesco India Balanced Advantage Fund(G),2025-06-30T00:00:00.000Z,1024.34,Hybrid : Dynamic Asset Allocation,2171
Nippon India Nifty 50 Value 20 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,1023.74,Equity : Index Funds,45289
LIC MF Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,1020.58,Equity : Flexi Cap,2090
Nippon India Credit Risk Fund(G),2025-06-30T00:00:00.000Z,1018.01,Debt : Credit Risk,2661
Mahindra Manulife Liquid Fund-Reg(G),2025-06-30T00:00:00.000Z,1017.83,Debt : Liquid,35846
DSP Global Innovation FoF-Reg(G),2025-06-30T00:00:00.000Z,1017.68,FoFs : Overseas,45728
Axis NIFTY 50 ETF,2025-06-30T00:00:00.000Z,1017.02,Equity : ETFs,33980
Baroda BNP Paribas Dividend Yield Fund-Reg(G),2025-06-30T00:00:00.000Z,1008.23,Equity : Thematic - Dividend Yield,49067
Bandhan Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,1007.1,Debt : Overnight,41901
Invesco India Ultra Short Duration Fund(G),2025-06-30T00:00:00.000Z,1005.82,Debt : Ultra Short Duration,13460
SBI US Specific Equity Active FoF-Reg(G),2025-06-30T00:00:00.000Z,1005.71,FoFs : Overseas,44224
Baroda BNP Paribas Innovation Fund-Reg(G),2025-06-30T00:00:00.000Z,1005.39,Equity : Thematic,48463
Aditya Birla SL Credit Risk Fund-Reg(G),2025-06-30T00:00:00.000Z,1004.46,Debt : Credit Risk,29571
HDFC Non-Cyclical Consumer Fund-Reg(G),2025-06-30T00:00:00.000Z,1004.09,Equity : Thematic - Consumption,46357
Edelweiss Focused Fund-Reg(G),2025-06-30T00:00:00.000Z,1000.94,Equity : Flexi Cap,46055
Axis Quant Fund-Reg(G),2025-06-30T00:00:00.000Z,998.97,Equity : Thematic,44329
Union Innovation & Opp Fund-Reg(G),2025-06-30T00:00:00.000Z,998.13,Equity : Thematic,45727
Tata Dividend Yield Fund-Reg(G),2025-06-30T00:00:00.000Z,997.06,Equity : Thematic - Dividend Yield,45374
PGIM India Balanced Advantage Fund-Reg(G),2025-06-30T00:00:00.000Z,994.73,Hybrid : Dynamic Asset Allocation,45262
HDFC Income Plus Arbitrage Active FOF-Reg(G),2025-06-30T00:00:00.000Z,992.87,FoFs : Domestic,16034
Axis Value Fund-Reg(G),2025-06-30T00:00:00.000Z,988.96,Equity : Value / Contra,45838
Bandhan Aggressive Hybrid Fund-Reg(G),2025-06-30T00:00:00.000Z,988.65,Hybrid : Equity Oriented,34066
ICICI Pru Nifty SDL Dec 2028 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,982.13,Debt : Medium to Long Duration,46359
Sundaram Infra Advantage Fund(G),2025-06-30T00:00:00.000Z,981.8,Equity : Sectoral - Infrastructure,2945
WOC Large Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,981.71,Equity : Large Cap,47079
Nippon India Nifty Pharma ETF,2025-06-30T00:00:00.000Z,980.55,Equity : ETFs,45584
Mahindra Manulife ELSS Tax Saver Fund-Reg(G),2025-06-30T00:00:00.000Z,979.66,Equity : Tax Saving (ELSS),36058
Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,978.3,Equity : Index Funds,43811
Mirae Asset Diversified Equity Allocator Passive FOF-Reg(G),2025-06-30T00:00:00.000Z,976.46,FoFs : Domestic,45064
Motilal Oswal Nifty 200 Momentum 30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,971.33,Equity : Index Funds,46320
ICICI Pru Nifty Alpha Low - Volatility 30 ETF FOF(G),2025-06-30T00:00:00.000Z,968.41,FoFs : Domestic,45389
SBI Floating Rate Debt Fund-Reg(G),2025-06-30T00:00:00.000Z,963.51,Debt : Floater,45111
ICICI Pru Income plus Arbitrage Active FOF(G),2025-06-30T00:00:00.000Z,962.62,FoFs : Domestic,1701
Nippon India Nifty 500 Momentum 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,959.26,Equity : Index Funds,49162
Tata Nifty Midcap 150 Momentum 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,958.85,Equity : Index Funds,47010
ICICI Pru Nifty G-Sec Dec 2030 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,957.42,Debt : Medium to Long Duration,46358
Canara Rob Conservative Hybrid Fund-Reg(G),2025-06-30T00:00:00.000Z,955.47,Hybrid : Debt Oriented (Conservative),520
Axis Global Equity Alpha FoF-Reg(G),2025-06-30T00:00:00.000Z,955.31,FoFs : Overseas,23016
Axis Equity Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,952.38,Hybrid : Equity Oriented,33370
Franklin India Corp Debt Fund-A(G),2025-06-30T00:00:00.000Z,943.51,Debt : Corporate Bond,3381
DSP Quant Fund-Reg(G),2025-06-30T00:00:00.000Z,938.64,Equity : Thematic,42237
DSP US Flexible Equity FoF-Reg(G),2025-06-30T00:00:00.000Z,935.23,FoFs : Overseas,17236
Baroda BNP Paribas ELSS Tax Saver Fund-Reg(G),2025-06-30T00:00:00.000Z,933.84,Equity : Tax Saving (ELSS),226
HDFC Silver ETF,2025-06-30T00:00:00.000Z,933.35,Gold : ETFs,46223
Mahindra Manulife Balanced Advantage Fund-Reg(G),2025-06-30T00:00:00.000Z,932.65,Hybrid : Dynamic Asset Allocation,45993
Navi Nifty Next 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,932.28,Equity : Index Funds,45860
Tata CRISIL IBX Gilt Index - April 2026 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,931.95,Debt : Medium Duration,46952
Canara Rob Infrastructure Fund-Reg(G),2025-06-30T00:00:00.000Z,931.52,Equity : Sectoral - Infrastructure,547
Bajaj Finserv Arbitrage Fund-Reg(G),2025-06-30T00:00:00.000Z,929.49,Hybrid : Arbitrage,48064
HDFC Income Fund(G),2025-06-30T00:00:00.000Z,928.89,Debt : Medium to Long Duration,1281
Union ELSS Tax Saver Fund(G),2025-06-30T00:00:00.000Z,927.4,Equity : Tax Saving (ELSS),14893
Kotak Nifty 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,927.17,Equity : Index Funds,45556
Axis Childrens Fund-No Lock in-Reg(G),2025-06-30T00:00:00.000Z,923.77,Hybrid : Solution Oriented,34004
Axis Childrens Fund-Compulsory Lock in-Reg(G),2025-06-30T00:00:00.000Z,923.77,Hybrid : Solution Oriented,34008
Nippon India Index Fund-BSE Sensex Plan(G),2025-06-30T00:00:00.000Z,922.66,Equity : Index Funds,12865
Edelweiss Recently Listed IPO Fund-Reg(G),2025-06-30T00:00:00.000Z,919.15,Equity : Thematic,38375
Canara Rob Multi Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,918.19,Hybrid : Multi Asset Allocation,49689
SBI FMP-41-1498D-Reg(G),2025-04-30T00:00:00.000Z,915.41,Debt : FTP/FMP,45439
Sundaram Dividend Yield Fund(G),2025-06-30T00:00:00.000Z,914.79,Equity : Thematic - Dividend Yield,2337
Motilal Oswal Balanced Advantage Fund-Reg(G),2025-06-30T00:00:00.000Z,913.1,Hybrid : Dynamic Asset Allocation,35831
Union Large & Midcap Fund-Reg(G),2025-06-30T00:00:00.000Z,905.87,Equity : Large & Mid Cap,44300
ICICI Pru Retirement Fund-Hybrid Aggressive Plan(G),2025-06-30T00:00:00.000Z,902.63,Hybrid : Solution Oriented,25669
Bank of India Multi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,902.47,Equity : Multi Cap,46115
ITI Large & Mid Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,901.03,Equity : Large & Mid Cap,48956
Nippon India ETF Hang Seng BeES,2025-06-30T00:00:00.000Z,900.71,Equity : ETFs,8564
SBI Silver ETF,2025-06-30T00:00:00.000Z,899.45,Gold : ETFs,48967
SBI Nifty Midcap 150 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,898.22,Equity : Index Funds,45376
SBI Nifty 500 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,896.32,Equity : Index Funds,49019
Nippon India Conservative Hybrid Fund(G),2025-06-30T00:00:00.000Z,895.11,Hybrid : Debt Oriented (Conservative),2649
LIC MF Nifty 50 ETF,2025-06-30T00:00:00.000Z,893.65,Equity : ETFs,33580
Kotak ESG Exclusionary Strategy Fund-Reg(G),2025-06-30T00:00:00.000Z,893.15,Equity : Thematic,44147
Bandhan Income Plus Arbitrage FoF-Reg(G),2025-06-30T00:00:00.000Z,892.33,FoFs : Domestic,2850
Mahindra Manulife Manufacturing Fund-Reg(G),2025-06-30T00:00:00.000Z,888.08,Equity : Thematic,48881
Samco Active Momentum Fund-Reg(G),2025-06-30T00:00:00.000Z,887.59,Equity : Thematic,47753
HDFC NIFTY G-Sec Jun 2036 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,885.17,Debt : Long Duration,47714
360 ONE Liquid Fund-Reg(G),2025-06-30T00:00:00.000Z,882.77,Debt : Liquid,15687
LIC MF Manufacturing Fund-Reg(G),2025-06-30T00:00:00.000Z,881.18,Equity : Thematic,49120
Navi US Total Stock Market FoF-Reg(G),2025-06-30T00:00:00.000Z,879.9,FoFs : Overseas,45871
Kotak MSCI India ETF,2025-06-30T00:00:00.000Z,876.76,Equity : ETFs,48891
360 ONE Balanced Hybrid Fund-Reg(G),2025-06-30T00:00:00.000Z,872.34,Hybrid : Equity Oriented,48144
Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60:40 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,869.97,Debt : Medium to Long Duration,46351
Quant Manufacturing Fund-Reg(G),2025-06-30T00:00:00.000Z,869.36,Equity : Thematic,48120
Nippon India Silver ETF FOF-Reg(G),2025-06-30T00:00:00.000Z,863.64,FoFs : Domestic,46198
JM Aggressive Hybrid Fund(G),2025-06-30T00:00:00.000Z,861.79,Hybrid : Equity Oriented,1847
Motilal Oswal BSE Enhanced Value Index Fund-Reg(G),2025-06-30T00:00:00.000Z,847.43,Equity : Index Funds,46741
LIC MF Balanced Advantage Fund-Reg(G),2025-06-30T00:00:00.000Z,845.35,Hybrid : Equity Oriented,45941
Mirae Asset S&P 500 Top 50 ETF,2025-06-30T00:00:00.000Z,843.41,Equity : ETFs,45835
Aditya Birla SL Pharma & Healthcare Fund-Reg(G),2025-06-30T00:00:00.000Z,840.48,Equity : Sectoral - Pharma,37591
HDFC Dynamic Debt Fund(G),2025-06-30T00:00:00.000Z,838.08,Debt : Dynamic Bond,1274
LIC MF BSE Sensex ETF,2025-06-30T00:00:00.000Z,837.26,Equity : ETFs,33579
UTI Innovation Fund-Reg(G),2025-06-30T00:00:00.000Z,835.86,Equity : Thematic,48238
Baroda BNP Paribas Conservative Hybrid Fund-Reg(G),2025-06-30T00:00:00.000Z,832.22,Hybrid : Debt Oriented (Conservative),210
Motilal Oswal Digital India Fund-Reg(G),2025-06-30T00:00:00.000Z,829.86,Equity : Sectoral - Technology,48960
Mirae Asset Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,825.05,Debt : Overnight,44008
Aditya Birla SL Silver ETF,2025-06-30T00:00:00.000Z,820.0,Gold : ETFs,46194
Invesco India Manufacturing Fund-Reg(G),2025-06-30T00:00:00.000Z,819.8,Equity : Thematic,47579
Axis Retirement Fund-Aggressive Plan-Reg(G),2025-06-30T00:00:00.000Z,815.81,Hybrid : Solution Oriented,43841
Aditya Birla SL Special Opp Fund-Reg(G),2025-06-30T00:00:00.000Z,811.98,Equity : Thematic,45096
DSP NIFTY 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,809.64,Equity : Index Funds,41642
UTI Banking & PSU Fund-Reg(G),2025-06-30T00:00:00.000Z,804.78,Debt : Banking & PSU,21956
Motilal Oswal Manufacturing Fund-Reg(G),2025-06-30T00:00:00.000Z,801.07,Equity : Thematic,48962
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Reg(G),2025-06-30T00:00:00.000Z,800.23,Debt : Gilt,47190
PGIM India ELSS Tax Saver Fund-Reg(G),2025-06-30T00:00:00.000Z,798.18,Equity : Tax Saving (ELSS),26780
Axis Gilt Fund-Reg(G),2025-06-30T00:00:00.000Z,798.14,Debt : Gilt,15652
Union Multi Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,798.02,Hybrid : Multi Asset Allocation,48944
Mirae Asset Gold ETF,2025-06-30T00:00:00.000Z,788.36,Gold : ETFs,47117
Bajaj Finserv Multi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,783.96,Equity : Multi Cap,49459
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,782.07,Debt : Medium Duration,46448
ICICI Pru Nifty Midcap 150 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,779.35,Equity : Index Funds,46108
Sundaram Corp Bond Fund(G),2025-06-30T00:00:00.000Z,771.56,Debt : Corporate Bond,2955
360 ONE Quant Fund-Reg(G),2025-06-30T00:00:00.000Z,767.98,Equity : Thematic,46015
Motilal Oswal Arbitrage Fund-Reg(G),2025-06-30T00:00:00.000Z,765.49,Hybrid : Arbitrage,49485
Axis Income Plus Arbitrage Active FOF-Reg(G),2025-06-30T00:00:00.000Z,765.39,FoFs : Domestic,43840
JM Small Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,763.09,Equity : Small Cap,48452
HDFC NIFTY200 Momentum 30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,762.59,Equity : Index Funds,48466
Baroda BNP Paribas Energy Opportunities Fund-Reg(G),2025-06-30T00:00:00.000Z,762.58,Equity : Sectoral - Energy / Power,49558
LIC MF Nifty 100 ETF,2025-06-30T00:00:00.000Z,762.47,Equity : ETFs,33578
Franklin India NSE Nifty 50 Index Fund(G),2025-06-30T00:00:00.000Z,760.69,Equity : Index Funds,942
Mirae Asset Nifty Next 50 ETF,2025-06-30T00:00:00.000Z,759.89,Equity : ETFs,44314
DSP Nifty Top 10 Equal Weight ETF,2025-06-30T00:00:00.000Z,759.25,Equity : ETFs,49012
DSP Gold ETF,2025-06-30T00:00:00.000Z,756.11,Gold : ETFs,47938
Nippon India Equity Savings Fund(G),2025-06-30T00:00:00.000Z,753.13,Hybrid : Equity Oriented,30963
Bajaj Finserv Nifty 1D Rate Liquid ETF(G),2025-06-30T00:00:00.000Z,752.76,Debt : ETFs,48746
HDFC Nifty G-Sec Jun 2027 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,752.55,Debt : Gilt,46618
Tata Gold ETF,2025-06-30T00:00:00.000Z,747.42,Gold : ETFs,48435
Nippon India Multi Asset Active FoF-Reg(G),2025-06-30T00:00:00.000Z,744.28,FoFs : Domestic,44074
Axis Nifty 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,742.75,Equity : Index Funds,45701
LIC MF Nifty Midcap 100 ETF,2025-06-30T00:00:00.000Z,741.67,Equity : ETFs,48473
Invesco India Aggressive Hybrid Fund-Reg(G),2025-06-30T00:00:00.000Z,741.62,Hybrid : Equity Oriented,39893
DSP Silver ETF,2025-06-30T00:00:00.000Z,740.17,Gold : ETFs,46354
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,739.5,Debt : Medium to Long Duration,49127
Bajaj Finserv Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,737.06,Debt : Overnight,48051
Baroda BNP Paribas Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,734.59,Debt : Overnight,43376
Tata Nifty 50 ETF,2025-06-30T00:00:00.000Z,732.97,Equity : ETFs,41017
Motilal Oswal Nifty 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,731.91,Equity : Index Funds,44366
Aditya Birla SL Nifty India Defence Index Fund-Reg(G),2025-06-30T00:00:00.000Z,731.63,Equity : Index Funds,49044
Mahindra Manulife Large Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,729.81,Equity : Large Cap,38073
PGIM India Large and Mid Cap Fund(G),2025-06-30T00:00:00.000Z,726.79,Equity : Large & Mid Cap,48543
Baroda BNP Paribas Focused Fund-Reg(G),2025-06-30T00:00:00.000Z,717.79,Equity : Flexi Cap,32452
HDFC Nifty G-Sec Jul 2031 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,717.38,Debt : Gilt,46620
Motilal Oswal Nifty 500 Momentum 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,716.32,Equity : Index Funds,48961
UTI India Consumer Fund-Reg(G),2025-06-30T00:00:00.000Z,710.83,Equity : Thematic - Consumption,3581
Motilal Oswal Nifty Midcap 100 ETF,2025-06-30T00:00:00.000Z,709.04,Equity : ETFs,13595
UTI Equity Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,706.73,Hybrid : Equity Oriented,35818
Kotak Nifty Alpha 50 ETF,2025-06-30T00:00:00.000Z,705.48,Equity : ETFs,45687
Kotak Credit Risk Fund(G),2025-06-30T00:00:00.000Z,700.95,Debt : Credit Risk,8472
SBI Comma Fund-Reg(G),2025-06-30T00:00:00.000Z,700.61,Equity : Thematic,2750
Nippon India US Equity Opp Fund(G),2025-06-30T00:00:00.000Z,700.47,Equity : International,19246
Quant PSU Fund-Reg(G),2025-06-30T00:00:00.000Z,700.36,Equity : Thematic,48341
DSP Nifty Bank ETF,2025-06-30T00:00:00.000Z,699.84,Equity : ETFs,46468
Kotak Nifty Next 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,692.86,Equity : Index Funds,44443
DSP FMP 267-1246D-Reg(G),2025-06-30T00:00:00.000Z,692.01,Debt : FTP/FMP,47071
SBI FMP-66-1361D-Reg(G),2025-06-30T00:00:00.000Z,689.47,Debt : FTP/FMP,46633
Aditya Birla SL Equity Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,689.47,Hybrid : Equity Oriented,30757
Edelweiss Technology Fund-Reg(G),2025-06-30T00:00:00.000Z,687.27,Equity : Sectoral - Technology,43844
360 ONE Dynamic Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,681.45,Debt : Dynamic Bond,17578
HSBC Financial Services Fund-Reg(G),2025-06-30T00:00:00.000Z,676.72,Equity : Sectoral - Financial Services,49575
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,2025-06-30T00:00:00.000Z,676.2,Equity : ETFs,48496
Kotak Quant Fund-Reg(G),2025-06-30T00:00:00.000Z,673.13,Equity : Thematic,48083
Edelweiss Equity Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,670.07,Hybrid : Equity Oriented,30730
Union Aggressive Hybrid Fund-Reg(G),2025-06-30T00:00:00.000Z,669.76,Hybrid : Equity Oriented,44512
Unifi Dynamic Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,668.24,Hybrid : Dynamic Asset Allocation,49692
